Name,NOC,Discipline,Gender,Age,BirthDate,EventDate,Venue
  aline  ,  Brazil  ,Football,M,20,1986-11-18,2021-07-30,Ariake Arena
  alipov alexey  ,roc,Shooting,F,24,1995-08-04,2021-07-31,Musashino Forest
  alireza husein  ,saudi arabia,Rowing,M,27,1987-07-31,2021-07-28,Ariake Arena
  aliyev haji  ,  Azerbaijan  ,Wrestling,M,32,2000-10-27,2021-07-28,Olympic Aquatics Centre
  alizadeh dara  ,  Bermuda  ,Rowing,M,26,1985-03-22,2021-08-07,Ariake Arena
ALIZADEH ZENOORIN KIMIA,  Refugee Olympic Team  ,Taekwondo,F,18,2005-04-05,2021-07-23,Ariake Arena
  alkana antonio  ,south africa,Athletics,M,21,2004-09-20,2021-07-27,Musashino Forest
  alkasbeh obada mohammad mustafa  ,jordan,Boxing,M,32,1986-10-26,2021-08-01,Olympic Aquatics Centre
  alkhadrawi ali  ,saudi arabia,Table Tennis,M,29,1989-02-05,2021-07-27,Tokyo Stadium
  alkhulaif ayman  ,  Saudi Arabia  ,Football,M,24,1988-10-17,2021-07-24,Ariake Arena
  allemand julie  ,belgium,Basketball,M,26,1993-12-05,2021-07-27,Tokyo Stadium
  allen bec  ,  Australia  ,Basketball,M,20,1992-03-06,2021-07-30,Tokyo Stadium
ALLEN BERTRAM,ireland,Equestrian,F,25,1985-04-12,2021-08-07,Ariake Arena
  allen devon  ,  United States of America  ,Athletics,M,24,1992-11-15,2021-07-26,Ariake Arena
ALLEN NATHON,jamaica,Athletics,M,31,1996-09-03,2021-07-24,Tokyo Stadium
ALLEN NICK,united states of america,Baseball/Softball,F,34,1989-08-28,2021-08-06,Musashino Forest
  allicock keevin  ,guyana,Boxing,F,28,1990-03-14,2021-08-07,Ariake Arena
ALLIKVEE MARTIN,  Estonia  ,Swimming,M,25,2002-12-17,2021-08-02,Tokyo Stadium
ALLMAN VALARIE,united states of america,Athletics,F,32,1992-10-07,2021-07-29,Ariake Arena
  almada thiago  ,  Argentina  ,Football,M,29,1992-04-05,2021-07-31,Ariake Arena
  almanza rose mary  ,  Cuba  ,Athletics,M,21,1992-08-01,2021-08-04,Olympic Aquatics Centre
ALMAQABI AHMED,  Bahrain  ,Handball,F,26,1995-07-29,2021-07-26,Ariake Arena
ALMAS DENIZ,  Germany  ,Athletics,F,20,2005-07-05,2021-08-07,Musashino Forest
  almatrooshi yousuf  ,united arab emirates,Swimming,F,23,1995-09-11,2021-08-07,Ariake Arena
  almaya haimro  ,israel,Athletics,F,29,1985-01-02,2021-07-27,Ariake Arena
ALMEIDA JOAO,  Portugal  ,Cycling Road,F,28,1986-02-04,2021-07-23,Musashino Forest
  almeida teresa  ,angola,Handball,F,31,1993-06-23,2021-07-25,Ariake Arena
  almosawi sayed mohammed  ,kuwait,Karate,F,26,1990-01-12,2021-08-06,Musashino Forest
ALMUTAIRI SAEID,  Saudi Arabia  ,Shooting,F,19,1994-01-22,2021-08-07,Ariake Arena
  alnaji sami  ,saudi arabia,Football,M,30,1996-04-11,2021-08-02,Olympic Aquatics Centre
ALOMRAN NASSER,  Saudi Arabia  ,Football,F,31,1995-01-19,2021-07-25,Olympic Aquatics Centre
  alonso agostina  ,argentina,Hockey,M,26,1997-01-10,2021-08-06,Tokyo Stadium
ALONSO ALEJANDRA,  Paraguay  ,Rowing,M,29,1995-05-10,2021-08-03,Tokyo Stadium
ALONSO ALEJANDRO,spain,Hockey,F,25,1998-08-21,2021-08-01,Musashino Forest
ALONSO LUANA,paraguay,Swimming,F,21,1999-09-23,2021-07-26,Ariake Arena
ALOTHMANI ALA,tunisia,Shooting,F,25,1987-12-27,2021-08-02,Olympic Aquatics Centre
  alqahtani tahani  ,saudi arabia,Judo,F,19,2004-07-25,2021-08-01,Musashino Forest
ALRASHIDI ABDULLAH,kuwait,Shooting,M,31,1999-08-03,2021-08-08,Olympic Aquatics Centre
  alrashidi talal  ,  Kuwait  ,Shooting,M,33,1991-08-25,2021-07-31,Tokyo Stadium
  alrubaie mohammed  ,  Saudi Arabia  ,Football,M,22,1990-10-02,2021-07-25,Tokyo Stadium
  alsaleem seraj abdulrahim m  ,  Saudi Arabia  ,Weightlifting,F,22,2004-09-19,2021-07-24,Ariake Arena
ALSAMAHIJI HASAN,bahrain,Handball,F,25,1994-05-30,2021-08-07,Olympic Aquatics Centre
ALSHAHRANI YASSER,  Saudi Arabia  ,Football,F,25,1988-01-17,2021-08-08,Musashino Forest
ALSHAMMARI MUDHAWI,  Kuwait  ,Athletics,M,21,2004-12-13,2021-08-01,Olympic Aquatics Centre
  altayev altay  ,kazakhstan,Water Polo,F,25,1986-07-19,2021-07-28,Musashino Forest
ALTENBURG LISA,germany,Hockey,F,27,1998-11-09,2021-08-06,Ariake Arena
  altenhuber louisa  ,austria,Rowing,F,32,1995-03-04,2021-07-30,Ariake Arena
ALTHEMAN MARIA SUELEN,  Brazil  ,Judo,M,28,1993-04-12,2021-08-08,Ariake Arena
  alto gaston  ,argentina,Table Tennis,M,22,1985-10-18,2021-08-08,Musashino Forest
ALTUHAYFAN HAMAD,  Saudi Arabia  ,Football,F,21,2001-02-23,2021-08-08,Musashino Forest
  altukhov pavlo  ,ukraine,Canoe Sprint,M,25,1987-11-24,2021-08-02,Olympic Aquatics Centre
ALVARADO LUCIANA,  Costa Rica  ,Artistic Gymnastics,F,19,1999-02-11,2021-08-02,Ariake Arena
ALVARADO ROBERTO,mexico,Football,F,21,1992-02-17,2021-08-07,Olympic Aquatics Centre
ALVAREZ ANITA,  United States of America  ,Artistic Swimming,F,32,1986-09-25,2021-08-02,Tokyo Stadium
  alvarez aznar eduardo  ,  Spain  ,Equestrian,F,29,1988-05-01,2021-07-30,Olympic Aquatics Centre
  alvarez dario  ,  Dominican Republic  ,Baseball/Softball,F,32,2001-03-13,2021-08-08,Olympic Aquatics Centre
  alvarez eddy  ,  United States of America  ,Baseball/Softball,F,30,1989-11-22,2021-07-27,Olympic Aquatics Centre
ALVAREZ JORGE,  Cuba  ,Shooting,F,28,2004-03-26,2021-08-03,Olympic Aquatics Centre
ALVAREZ JORGE,  Honduras  ,Football,M,31,1991-08-08,2021-08-06,Tokyo Stadium
ALVAREZ LAZARO,  Cuba  ,Boxing,F,22,1991-03-23,2021-07-23,Musashino Forest
  alvarez luis  ,mexico,Archery,F,27,2001-01-18,2021-08-08,Tokyo Stadium
  alvarez piedrahita estefania  ,colombia,Artistic Swimming,F,28,2000-12-04,2021-07-27,Olympic Aquatics Centre
  alvarez santiago  ,argentina,Rugby Sevens,F,34,2001-07-30,2021-07-24,Musashino Forest
ALVES DANI,brazil,Football,M,20,1990-04-15,2021-08-02,Olympic Aquatics Centre
ALVES LOPES MARCIA,cape verde,Rhythmic Gymnastics,F,19,1997-07-21,2021-07-27,Ariake Arena
ALWADI MOHAMMAD,jordan,Boxing,M,27,1997-10-08,2021-08-06,Tokyo Stadium
  aly elkamash marwan  ,  Egypt  ,Swimming,F,28,2005-04-16,2021-07-25,Tokyo Stadium
  alyouha yaqoub  ,kuwait,Athletics,M,33,1985-07-21,2021-08-08,Olympic Aquatics Centre
  alzigkouzi kominea maria elli lela  ,greece,Artistic Swimming,F,22,1998-06-30,2021-07-29,Olympic Aquatics Centre
ALZINI MARTINA,italy,Cycling Track,M,20,1990-07-04,2021-07-31,Ariake Arena
  amador andrey  ,costa rica,Cycling Road,M,23,2005-08-01,2021-07-29,Tokyo Stadium
AMAISTROAIE MADALINA,  Romania  ,Archery,F,19,1994-05-26,2021-07-30,Tokyo Stadium
  amankul abilkhan  ,kazakhstan,Boxing,F,22,1996-11-13,2021-08-04,Musashino Forest
  amare girmaw  ,  Israel  ,Athletics,M,19,1995-06-22,2021-08-08,Ariake Arena
AMARIS CESAR,  Venezuela  ,Rowing,M,23,1990-04-22,2021-07-26,Olympic Aquatics Centre
  amb kim  ,sweden,Athletics,F,28,1998-07-18,2021-08-02,Ariake Arena
AMBAKA WILLY,kenya,Rugby Sevens,F,21,2004-05-02,2021-08-02,Ariake Arena
  ambala atuhaire ogola  ,  Uganda  ,Swimming,F,24,1990-07-26,2021-08-01,Olympic Aquatics Centre
AMBROCIO GREIFO POOL EDINSON,  Peru  ,Wrestling,F,27,2000-09-22,2021-08-08,Tokyo Stadium
  amdouni morhad  ,france,Athletics,M,20,1995-06-11,2021-07-27,Tokyo Stadium
AMES DAVID,  Great Britain  ,Hockey,F,23,1994-06-01,2021-07-24,Olympic Aquatics Centre
  amha selam  ,ethiopia,Cycling Road,F,22,2002-01-02,2021-07-24,Musashino Forest
  amialiusik alena  ,belarus,Cycling Road,M,25,1998-09-03,2021-07-27,Olympic Aquatics Centre
AMIHERE LAETICIA,canada,Basketball,F,23,1992-05-30,2021-07-25,Tokyo Stadium
  amine myles nazem  ,san marino,Wrestling,F,22,1985-07-27,2021-08-05,Tokyo Stadium
AMIRI NADIEM,  Germany  ,Football,F,19,1992-07-14,2021-08-03,Musashino Forest
  amit  ,india,Boxing,F,23,1997-11-08,2021-08-05,Ariake Arena
  amoah christian  ,ghana,Weightlifting,M,21,1995-07-16,2021-08-05,Olympic Aquatics Centre
AMOAH JOSEPH PAUL,ghana,Athletics,M,24,1998-12-17,2021-07-25,Olympic Aquatics Centre
AMOE-TARRANT CHARISMA,  Australia  ,Weightlifting,M,33,1997-12-15,2021-08-01,Olympic Aquatics Centre
AMONDE ANDREW,kenya,Rugby Sevens,F,28,1998-02-26,2021-07-26,Musashino Forest
  amores carua jhonatan javier  ,ecuador,Athletics,F,33,1987-09-02,2021-07-27,Olympic Aquatics Centre
AMORIM TALESKA EDUARDA,brazil,Handball,F,20,2005-05-20,2021-07-24,Tokyo Stadium
  amoros emile  ,  France  ,Sailing,F,19,1993-12-05,2021-08-03,Olympic Aquatics Centre
  amos nijel  ,botswana,Athletics,M,27,1999-08-05,2021-07-24,Tokyo Stadium
  amri marwa  ,  Tunisia  ,Wrestling,M,32,2001-04-04,2021-08-07,Ariake Arena
AMUKAMARA PROMISE,nigeria,Basketball,F,31,1996-06-27,2021-08-08,Musashino Forest
  amusan tobi  ,  Nigeria  ,Athletics,F,31,1987-01-15,2021-07-28,Tokyo Stadium
  an baul  ,  Republic of Korea  ,Judo,M,29,1998-01-15,2021-08-08,Ariake Arena
  an changrim  ,  Republic of Korea  ,Judo,F,28,2003-09-08,2021-08-05,Musashino Forest
AN HEJI,republic of korea,Basketball,M,24,1993-11-09,2021-07-31,Tokyo Stadium
AN HYEJIN,  Republic of Korea  ,Volleyball,M,21,1995-10-02,2021-08-05,Tokyo Stadium
AN SAN,republic of korea,Archery,M,27,2003-07-25,2021-07-23,Ariake Arena
  an sehyeon  ,republic of korea,Swimming,F,27,1994-01-15,2021-08-02,Tokyo Stadium
  an seulki  ,  Republic of Korea  ,Athletics,M,34,2004-06-03,2021-07-31,Ariake Arena
AN SEYOUNG,  Republic of Korea  ,Badminton,F,32,1993-05-06,2021-07-30,Ariake Arena
  ana andreea beatrice  ,  Romania  ,Wrestling,F,29,1991-04-21,2021-07-29,Ariake Arena
ANACAN ANDREA,  New Zealand  ,Karate,F,21,2001-12-21,2021-07-28,Ariake Arena
  anagnostopoulou chrysoula  ,  Greece  ,Athletics,M,20,1997-02-27,2021-08-07,Musashino Forest
ANAGOZ YASEMIN,turkey,Archery,M,27,1988-11-07,2021-07-25,Tokyo Stadium
  anani kwadjo  ,ghana,Judo,M,21,1988-08-08,2021-08-02,Ariake Arena
ANASTASAKIS MICHAIL,greece,Athletics,M,25,1997-09-26,2021-08-02,Musashino Forest
  anastassiou lucie  ,  France  ,Shooting,M,22,1994-09-28,2021-07-26,Ariake Arena
  ancer abraham  ,mexico,Golf,M,29,1998-03-15,2021-08-03,Ariake Arena
  andersen brooke  ,  United States of America  ,Athletics,F,22,1990-09-05,2021-07-23,Ariake Arena
ANDERSON ANDY,  Canada  ,Skateboarding,F,27,1990-02-04,2021-07-26,Olympic Aquatics Centre
  anderson britany  ,  Jamaica  ,Athletics,F,33,1988-04-29,2021-08-04,Olympic Aquatics Centre
ANDERSON DONEISHA,  Bahamas  ,Athletics,M,26,1993-09-27,2021-08-02,Olympic Aquatics Centre
  anderson haley  ,united states of america,Marathon Swimming,F,27,2003-12-17,2021-07-27,Olympic Aquatics Centre
  anderson lachlan  ,  Australia  ,Rugby Sevens,M,26,1995-08-03,2021-07-31,Olympic Aquatics Centre
ANDERSON MATTHEW,united states of america,Volleyball,M,27,1985-03-23,2021-08-08,Olympic Aquatics Centre
  anderson shae  ,united states of america,Athletics,M,30,1993-03-26,2021-08-06,Tokyo Stadium
ANDERSON YVONNE,serbia,Basketball,M,32,1987-04-02,2021-08-07,Ariake Arena
  andersson jonna  ,sweden,Football,F,22,1986-12-19,2021-08-03,Musashino Forest
ANDERSSON LASSE,  Denmark  ,Handball,M,23,1990-12-16,2021-08-01,Tokyo Stadium
ANDIA MARY LUZ,peru,Athletics,F,27,1993-12-26,2021-08-03,Musashino Forest
  andino kolohe  ,united states of america,Surfing,M,26,2005-01-03,2021-08-05,Olympic Aquatics Centre
ANDISON BAILEY,canada,Swimming,F,34,1989-01-05,2021-07-28,Musashino Forest
  ando elreen ann  ,  Philippines  ,Weightlifting,M,24,1988-07-15,2021-08-03,Musashino Forest
ANDO YUKA,  Japan  ,Athletics,F,23,1985-01-05,2021-07-31,Tokyo Stadium
ANDOH MIKIKO,  Japan  ,Weightlifting,M,18,1987-04-13,2021-08-08,Musashino Forest
ANDRADE JORDIN,  Cape Verde  ,Athletics,M,33,1988-06-28,2021-08-01,Tokyo Stadium
  andrade rebeca  ,  Brazil  ,Artistic Gymnastics,M,27,1986-05-20,2021-08-01,Tokyo Stadium
  andre angelica  ,portugal,Marathon Swimming,F,24,2000-09-09,2021-08-06,Ariake Arena
ANDRE SYLVAIN,france,Cycling BMX Racing,F,24,2004-08-28,2021-07-27,Ariake Arena
  andre thiago  ,brazil,Athletics,M,24,1998-05-30,2021-07-29,Ariake Arena
ANDREEV BOZHIDAR DIMITROV,  Bulgaria  ,Weightlifting,F,24,1987-05-03,2021-07-24,Ariake Arena
  andreeva iuliia  ,  Kyrgyzstan  ,Athletics,F,31,1987-04-21,2021-08-06,Musashino Forest
  andrejczyk maria  ,poland,Athletics,F,31,1993-07-02,2021-07-31,Ariake Arena
  andreoli tatiana  ,italy,Archery,F,29,2000-02-10,2021-07-27,Tokyo Stadium
ANDRESSA,  Brazil  ,Football,M,28,1996-08-04,2021-07-28,Tokyo Stadium
  andressinha  ,  Brazil  ,Football,M,19,1998-04-13,2021-08-05,Musashino Forest
  andrew joshter  ,  Guam  ,Judo,F,25,1998-08-11,2021-07-30,Musashino Forest
  andrew michael  ,  United States of America  ,Swimming,F,34,1995-04-30,2021-08-04,Tokyo Stadium
ANDREWS ABBY,  Australia  ,Water Polo,F,28,1997-04-01,2021-08-03,Ariake Arena
ANDREWS ELLESSE,  New Zealand  ,Cycling Track,F,22,1988-06-21,2021-08-06,Tokyo Stadium
  andrews-nahu kanah  ,  New Zealand  ,Weightlifting,M,23,2000-11-01,2021-07-30,Musashino Forest
ANDRIANTSITOHAINA ERIC HERMAN,  Madagascar  ,Weightlifting,M,33,2002-06-07,2021-07-24,Musashino Forest
ANDRIANTSITOHAINA TOJONIRINA ALAIN,  Madagascar  ,Weightlifting,M,31,1994-01-02,2021-07-28,Ariake Arena
ANDRODIAS MATTHIEU,france,Rowing,F,31,1987-02-12,2021-08-02,Ariake Arena
ANDRULYTE VIKTORIJA,  Lithuania  ,Sailing,F,30,2002-01-05,2021-08-04,Tokyo Stadium
ANDRUSENKO VERONIKA,roc,Swimming,M,30,1994-04-05,2021-08-06,Musashino Forest
ANDUJAR PABLO,spain,Tennis,M,23,2001-12-28,2021-08-03,Musashino Forest
ANESTOR SABIANA,haiti,Judo,M,33,1990-04-01,2021-07-31,Tokyo Stadium
ANGELA RAMSEY,netherlands,Athletics,F,28,2002-12-09,2021-08-01,Olympic Aquatics Centre
  angeldal filippa  ,sweden,Football,M,20,1998-10-07,2021-08-07,Ariake Arena
ANGHEL ROXANA,romania,Rowing,F,34,2005-11-14,2021-08-06,Olympic Aquatics Centre
ANGULO JESUS,mexico,Football,F,31,1996-07-11,2021-08-07,Ariake Arena
ANGULO RICARDO,mexico,Football,M,29,2004-07-25,2021-07-31,Tokyo Stadium
ANGULO YULIANA,  Ecuador  ,Athletics,F,30,1985-07-31,2021-07-23,Olympic Aquatics Centre
  angyal daniel  ,hungary,Water Polo,F,29,1986-04-12,2021-07-28,Tokyo Stadium
  ankudinoff ashlee  ,  Australia  ,Cycling Track,M,25,2004-11-25,2021-07-26,Tokyo Stadium
ANNE MAME-IBRA,france,Athletics,F,22,1993-09-01,2021-07-30,Tokyo Stadium
  annen jolanda  ,switzerland,Triathlon,M,20,1993-10-30,2021-07-23,Tokyo Stadium
ANOSHKIN ROMAN,  ROC  ,Canoe Sprint,M,28,2003-08-16,2021-08-08,Musashino Forest
  ansah owen  ,germany,Athletics,F,21,1990-07-26,2021-08-02,Ariake Arena
  ansah sarfo  ,  Ghana  ,Athletics,F,33,1988-04-11,2021-07-31,Musashino Forest
  ansah-peprah lucas  ,germany,Athletics,F,33,1990-01-30,2021-07-30,Ariake Arena
  ansell liam paul  ,great britain,Hockey,F,33,1989-03-15,2021-08-08,Tokyo Stadium
ANSHU ANSHU,  India  ,Wrestling,F,21,1996-03-27,2021-08-08,Ariake Arena
ANSLEY GISELLE,  Great Britain  ,Hockey,F,21,1993-12-09,2021-08-07,Tokyo Stadium
  antill caleb  ,australia,Rowing,F,24,1996-07-09,2021-08-01,Musashino Forest
ANTOGNELLI QUENTIN,  Monaco  ,Rowing,F,22,1995-01-14,2021-07-23,Tokyo Stadium
  antomarchi kaliema  ,cuba,Judo,M,22,1987-08-14,2021-08-04,Ariake Arena
ANTON ELIZABETH,new zealand,Football,F,27,1992-04-14,2021-07-30,Ariake Arena
ANTONIA FERREIRA JAQUELINE,brazil,Weightlifting,F,18,1987-11-26,2021-08-04,Ariake Arena
  antoniou kalia  ,  Cyprus  ,Swimming,F,24,1996-12-17,2021-07-23,Musashino Forest
ANTONIOU NIKOLAS,  Cyprus  ,Swimming,M,29,1998-12-08,2021-07-23,Olympic Aquatics Centre
ANTONOVA NATALIIA,  ROC  ,Cycling Track,M,31,2003-10-13,2021-07-23,Musashino Forest
  antonsen anders  ,  Denmark  ,Badminton,F,18,1999-03-03,2021-08-06,Tokyo Stadium
ANTONY ALEX,  India  ,Athletics,M,21,1997-01-20,2021-07-31,Olympic Aquatics Centre
ANTONY,brazil,Football,F,24,2002-11-22,2021-07-28,Olympic Aquatics Centre
ANTOSOVA LENKA,  Czech Republic  ,Rowing,F,20,1986-05-26,2021-07-29,Musashino Forest
  antuna uriel  ,  Mexico  ,Football,F,34,1993-10-28,2021-08-04,Tokyo Stadium
  antunovic andela  ,montenegro,Swimming,F,23,1985-07-17,2021-07-29,Olympic Aquatics Centre
  anvegard anna  ,sweden,Football,M,24,1992-09-07,2021-08-03,Tokyo Stadium
  anwari fahim  ,afghanistan,Swimming,F,31,1992-02-25,2021-07-30,Tokyo Stadium
ANYANACHO ELIZABETH OLUCHI,nigeria,Taekwondo,F,19,2002-02-04,2021-07-26,Musashino Forest
ANZANI SIMONE,italy,Volleyball,M,28,1995-11-24,2021-07-28,Olympic Aquatics Centre
  aoki chika  ,japan,Fencing,M,34,1996-05-09,2021-08-01,Tokyo Stadium
  aoki masumi  ,japan,Athletics,M,23,2003-06-21,2021-07-31,Musashino Forest
  aoki reona  ,  Japan  ,Swimming,F,32,1999-06-14,2021-07-25,Tokyo Stadium
  aoki ryoma  ,  Japan  ,Athletics,M,22,1995-08-15,2021-08-05,Olympic Aquatics Centre
AOKI YUKITO,japan,Skateboarding,M,19,1997-03-16,2021-07-29,Tokyo Stadium
  aoyagi koyo  ,japan,Baseball/Softball,F,25,1998-03-28,2021-08-07,Olympic Aquatics Centre
  aoyama hanae  ,  Japan  ,Athletics,M,31,1993-01-17,2021-08-07,Ariake Arena
  aoyama shuko  ,japan,Tennis,F,21,1985-04-07,2021-07-23,Olympic Aquatics Centre
APAK ESREF,turkey,Athletics,F,25,2003-10-03,2021-07-24,Ariake Arena
  apetz nadine  ,germany,Boxing,F,18,1997-09-26,2021-08-02,Tokyo Stadium
APITHY BOLADE,  France  ,Fencing,M,24,1992-06-12,2021-08-02,Olympic Aquatics Centre
  apolonia tiago  ,portugal,Table Tennis,F,30,1996-04-30,2021-07-31,Musashino Forest
APOSTALON ANIKA,  Czech Republic  ,Swimming,F,24,1994-03-05,2021-08-08,Musashino Forest
APPEL CHEUICHE MARCIO,  Brazil  ,Equestrian,M,33,1986-02-10,2021-08-04,Musashino Forest
  appel max  ,germany,Rowing,M,30,1998-02-27,2021-08-04,Olympic Aquatics Centre
APPLE ZACH,united states of america,Swimming,M,32,1985-01-14,2021-08-02,Ariake Arena
  aprahamian alain  ,  Uruguay  ,Judo,M,21,1986-05-26,2021-08-03,Tokyo Stadium
AQUILLA ADELAIDE,  United States of America  ,Athletics,F,31,1994-04-07,2021-07-23,Olympic Aquatics Centre
AQUINO RCKAELA MAREE RAMOS,guam,Wrestling,M,25,1988-03-05,2021-08-05,Musashino Forest
AR RASYID MUHD NOOR FIRDAUS,brunei darussalam,Athletics,M,28,1986-08-08,2021-08-01,Ariake Arena
  aradillas stefania  ,  Mexico  ,Baseball/Softball,F,26,1999-08-30,2021-07-29,Ariake Arena
  arafi rababe  ,morocco,Athletics,M,21,1998-08-13,2021-07-30,Tokyo Stadium
ARAGA RYUTARO,japan,Karate,M,24,2000-01-26,2021-08-02,Tokyo Stadium
  arai atsushi  ,  Japan  ,Water Polo,F,27,2003-01-30,2021-07-30,Musashino Forest
ARAI MATSURI,  Japan  ,Diving,M,34,1989-04-22,2021-07-28,Musashino Forest
  arakaki maria eduarda  ,  Brazil  ,Rhythmic Gymnastics,F,27,2003-01-03,2021-08-04,Olympic Aquatics Centre
ARAKAWA RYUTA,japan,Rowing,M,33,1998-10-18,2021-08-03,Tokyo Stadium
ARAKI ERIKA,japan,Volleyball,M,21,1988-02-29,2021-07-29,Musashino Forest
  araki kenta  ,japan,Water Polo,F,33,1997-03-05,2021-07-31,Ariake Arena
  arakji nada  ,  Qatar  ,Swimming,F,26,1988-03-10,2021-07-29,Ariake Arena
ARANA GUILHERME,brazil,Football,F,20,2002-05-28,2021-07-26,Musashino Forest
  arancini zoe  ,  Australia  ,Water Polo,F,28,1995-04-11,2021-08-03,Musashino Forest
  aranda nathalee  ,panama,Athletics,M,18,1985-11-26,2021-08-02,Tokyo Stadium
  arango estrada monica  ,colombia,Artistic Swimming,M,21,1994-01-24,2021-08-03,Olympic Aquatics Centre
  arashiro yukiya  ,  Japan  ,Cycling Road,F,22,1990-10-26,2021-08-02,Ariake Arena
  arathoon pacas enrique jose  ,  El Salvador  ,Sailing,M,25,1990-06-16,2021-07-27,Ariake Arena
  araujo larissa  ,brazil,Handball,M,27,1998-01-17,2021-08-08,Olympic Aquatics Centre
ARAYA KAREN,chile,Football,F,23,1998-09-30,2021-07-25,Ariake Arena
ARBE JOAQUIN,argentina,Athletics,F,30,2001-07-21,2021-07-23,Olympic Aquatics Centre
ARCANJO GEISA,brazil,Athletics,M,21,2000-10-13,2021-08-04,Tokyo Stadium
  arce daniel  ,spain,Athletics,F,20,1994-02-17,2021-07-28,Musashino Forest
  arceo mariana  ,  Mexico  ,Modern Pentathlon,F,26,2001-11-22,2021-08-06,Olympic Aquatics Centre
ARCHIBALD EMANUEL,guyana,Athletics,F,25,1986-01-08,2021-08-04,Musashino Forest
  arcila hurtado isabella  ,  Colombia  ,Swimming,M,31,1993-12-29,2021-08-07,Musashino Forest
  arcos poveda paula  ,  Spain  ,Handball,F,31,1996-09-13,2021-08-03,Musashino Forest
  aregawi berihu  ,  Ethiopia  ,Athletics,M,26,1986-05-04,2021-07-26,Tokyo Stadium
  areia antonio  ,portugal,Handball,M,31,1993-04-12,2021-07-23,Musashino Forest
  arenas julio  ,  Spain  ,Athletics,M,34,2003-04-07,2021-07-26,Olympic Aquatics Centre
ARENAS SANDRA LORENA,  Colombia  ,Athletics,M,34,1997-12-28,2021-08-08,Musashino Forest
  arendse kurt-lee  ,  South Africa  ,Rugby Sevens,F,26,1999-08-27,2021-07-23,Ariake Arena
ARENHART BARBARA,  Brazil  ,Handball,M,23,1998-10-21,2021-07-25,Tokyo Stadium
AREVALO ALCON ALBERTO,spain,Diving,F,32,2002-11-01,2021-08-03,Tokyo Stadium
AREVALO CARLOS,  Spain  ,Canoe Sprint,F,34,1997-01-12,2021-07-31,Ariake Arena
AREVALO EIDER,colombia,Athletics,F,32,1997-04-07,2021-07-25,Olympic Aquatics Centre
AREVALO SAMANTHA,  Ecuador  ,Marathon Swimming,M,29,2005-05-14,2021-07-27,Olympic Aquatics Centre
  arft caroline  ,  Germany  ,Canoe Sprint,M,32,2005-03-27,2021-08-01,Ariake Arena
  argyropoulos kanakakis stylianos  ,  Greece  ,Water Polo,F,21,1990-05-09,2021-08-05,Ariake Arena
  arias castaneda yeni marcela  ,colombia,Boxing,M,22,1995-07-27,2021-07-26,Olympic Aquatics Centre
  arias guzman luis antonio  ,venezuela,Volleyball,F,29,1985-09-25,2021-08-05,Tokyo Stadium
ARICAN FERHAT,  Turkey  ,Artistic Gymnastics,F,30,1993-01-17,2021-07-26,Musashino Forest
  arikan okyanus  ,  Turkey  ,Sailing,M,30,1992-08-25,2021-08-02,Musashino Forest
ARIKAN POLAT KEMBOI,turkey,Athletics,F,21,2005-10-09,2021-08-08,Ariake Arena
  arioto valerie  ,united states of america,Baseball/Softball,M,23,2001-10-22,2021-08-06,Musashino Forest
ARISTARKHOV ANTON,roc,Shooting,M,22,2003-07-17,2021-08-08,Tokyo Stadium
ARISTOTELI ALEXANDRA,australia,Rhythmic Gymnastics,F,28,1995-02-26,2021-07-27,Olympic Aquatics Centre
  ariza oscar  ,venezuela,Diving,F,25,1994-05-28,2021-07-23,Musashino Forest
  arkania gogita  ,georgia,Karate,M,21,1992-08-28,2021-07-24,Musashino Forest
ARMANTO LIZZIE,  Finland  ,Skateboarding,M,32,2005-05-15,2021-08-03,Olympic Aquatics Centre
  armit elle  ,australia,Water Polo,M,26,2000-11-05,2021-07-31,Musashino Forest
ARMSTRONG EMILY,canada,Artistic Swimming,F,23,1995-09-05,2021-07-29,Ariake Arena
ARMSTRONG JOSEPH,  United States of America  ,Swimming,M,33,1997-05-31,2021-07-29,Musashino Forest
ARNAUS ADRI,  Spain  ,Golf,F,31,2004-04-26,2021-08-02,Tokyo Stadium
  arndt nikias  ,  Germany  ,Cycling Road,M,27,1991-02-20,2021-08-08,Ariake Arena
ARNOLD MACKENZIE,australia,Football,M,28,1992-02-07,2021-07-31,Tokyo Stadium
  arnold maximilian  ,  Germany  ,Football,F,33,1992-01-05,2021-07-26,Musashino Forest
  arop marco  ,  Canada  ,Athletics,M,30,2005-06-28,2021-07-25,Musashino Forest
  arregui brian agustin  ,  Argentina  ,Boxing,M,34,2002-06-25,2021-07-30,Tokyo Stadium
  arrey sophina ayuk otay  ,cameroon,Judo,M,29,1999-02-03,2021-07-31,Olympic Aquatics Centre
ARROYO ANDRES,puerto rico,Athletics,F,33,1996-06-08,2021-07-27,Tokyo Stadium
  arroyo jarod  ,puerto rico,Swimming,M,23,1997-03-03,2021-07-30,Tokyo Stadium
ARSIC JOVANA,serbia,Rowing,F,31,2002-11-01,2021-08-07,Musashino Forest
  artacho del solar mariafe  ,australia,Beach Volleyball,F,29,1992-06-04,2021-07-31,Tokyo Stadium
ARTAMONOV MIKHAIL,  ROC  ,Taekwondo,M,27,2001-10-29,2021-07-31,Tokyo Stadium
